modelYear,make,model,summary,source,date,text_clean,cluster,type_retour,confidence,composant,probleme,gravite,impact_securite,signal_faible
,honda,cr-v,"the contact owned a 2025 honda cr-v. the contact stated while driving at approximately 40 mph, as the contact slowed to follow a slight right hand curve on the road, the steering wheel pulled to the right. the contact stated that the vehicle drove onto the shoulder, the contact attempted to steer the vehicle back onto the road but the steering was not responding. the contact stated that he was able to turn the steering wheel to the left, however the vehicle was locked in a right turn and then crashed into a small tree as the vehicle was driving down a slight embankment. the contact stated that he did not see any warning lights and as the vehicle crashed into the tree the air bags deployed and the vehicle rolled onto the driver's side and continued to roll 3 times. the vehicle had come to a stop in an upright position on the left hand side of the road. the contact stated that the right front wheel, axel and tie rods had sheared off of the vehicle. the contact stated that he and his 3 sons were transported to the emergency room. the contact stated that he and the son who was sitting in the front passenger seat had minor abrasions on hands and heads and were released from the er. the two sons in the back passenger seats, the son seated in the right passenger seat had shattered his right index finger and had abrasions on both arms. the contact stated that his other son only had abrasions on both legs on his shins and both arms. the police and emt were on scene. the police wrote an incident report. the vehicle was towed to an impound lot. the contact stated that his insurance provider declared the vehicle a total loss. the manufacturer was informed of the failure. the contact had researched online and related the failure to nhtsa campaign number: 24v744000 (steering), however his vin was not part of the recall selection. the failure mileage was approximately 7,500.",review,2023-09-12,the contact owned a      honda cr v  the contact stated while driving at     mph  as the contact slowed to follow a slight right hand curve on the road  the  wheel pulled to the right  the contact stated that the vehicle drove onto the   the contact  to steer the vehicle back onto the road but the  was not   the contact stated that he was able to turn the  wheel to the left  however the vehicle was locked in a right turn and then crashed into a small tree as the vehicle was driving down a slight   the contact stated that he did not see any warning lights and as the vehicle crashed into the tree the air bags  and the vehicle rolled onto the driver s side and  to roll   times  the vehicle had come to a stop in an upright  on the left hand side of the road  the contact stated that the right front wheel  axel and tie rods had sheared off of the vehicle  the contact stated that he and his   sons were  to the  room  the contact stated that he and the son who was sitting in the front  seat had minor  on hands and heads and were  from the er  the two sons in the back  seats  the son seated in the right  seat had  his right index finger and had  on both arms  the contact stated that his other son only had  on both legs on his shins and both arms  the police and emt were on scene  the police wrote an  report  the vehicle was towed to an impound lot  the contact stated that his    the vehicle a total loss  the  was  of the failure  the contact had  online and related the failure to nhtsa  number       however his vin was not part of the recall   the failure mileage was,6,plainte,0.9,direction,le volant tire à droite et le véhicule ne répond pas correctement,critique,True,False
,honda,civic,"everytime i start the car i get a low tire pressure warning, i have checked all four tire pressures and the spare repeatedly, and regardless of whether i fill them with the correct pressure or not the tpms does not stop signaling low tire pressure. warning has not gone away since it came up despite correcting pressure bi-weekly. currently has been 6 months. also occasionally the car will brake by itself both on the highway and around neighborhoods (low speeds and high) and without anyone in front.  *tr",review,2025-10-27,i start the car i get a low tire  warning  i have checked all four tire  and the spare   and  of whether i fill them with the correct  or not the tpms does not stop  low tire   warning has not gone away since it came up despite   bi weekly   has been   months  also  the car will brake by itself both on the highway and around   low speeds and high  and without anyone in front   tr,7,reclamation_garantie,0.9,freinage,le freinage s'active tout seul,elevee,True,True
,acura,mdx,brakes and rotors began squeaking in all environments. brakes began to warm and steering wheel would excessively shake. brakes replaced at 8k miles. brakes are now beginning to squeak at 12k miles. brakes are out of warranty at this time.,review,2024-01-18,brakes and rotors began  in all   brakes began to warm and  wheel would  shake  brakes  at  k miles  brakes are now  to squeak at   k miles  brakes are out of  at this time,3,reclamation_garantie,0.9,freinage,brakes began to warm and wheel would shake,moyenne,True,True
,ram,3500,"my 2018 truck since owning has had 4+ of the abs hydraulic control units replaced. none of them last more than 1 year, sometimes 2 years before the abs hcu fails again. dodge / ram does not offer a solution of any kind. other than it's a know issue and parts are back ordered.   considering the part never lasts there must be another issue, dodge/ram needs to fix this.  thank you",review,2025-02-03,my      truck since owning has had    of the abs  control units   none of them last more than   year     years before the abs hcu fails again  dodge   ram does not offer a  of any kind  other than it s a know issue and parts are back ordered   the part never lasts there must be another issue  dodge ram needs to fix this  thank you,7,reclamation_garantie,0.9,freinage,échec des unités de contrôle ABS,élevée,True,True
,ford,explorer,"the contact owns a 2017 ford explorer. the contact had received recall notice nhtsa campaign number: 24v031000 (structure), however, the parts to complete the recall were unavailable. the contact stated that the manufacturer had failed or was unable to remedy this safety recall promptly. the contact made the manufacturer aware of the issue. the contact stated that 2 years before being mailed the recall notification, the trim on the driver's and passenger’s side a-pillars were detaching from the frame at the top of the trim. the failure mileage was approximately 65,000. vin tool confirms parts are not available.",review,2025-05-16,the contact owns a      ford   the contact had  recall notice nhtsa  number       however  the parts to  the recall were   the contact stated that the  had failed or was unable to remedy this safety recall   the contact made the  aware of the issue  the contact stated that   years before being mailed the recall   the trim on the driver s and  s side a pillars were  from the frame at the top of the trim  the failure mileage was          vin tool  parts are not,5,reclamation_garantie,0.9,carrosserie,trim sur les piliers A se détache du cadre,moyenne,True,True
,chevrolet,equinox,"here is the email i sent to gm. my name is [xxx]  and i am having a issue with my 2024 chevy equinox vin: [xxx] . there have been about 5 times that the brakes fail. pushing the brake does nothing car just keeps rolling. once i can get the car to stop and shut it down and restart the brakes once again work. it was in for service for a few days but there where no error codes and they could not replicate the problem. they did do a update on the car. while my car was in the shop i had the same problem with a malibu rental. called the dealership and talked to service and told them of the problem seems to be me somehow. was asked if i use both feet to gas/brake the car as i was told there is a problem with that. no i don't do that but it seems i can catch both peddles with one foot and this is when the problem occurs. i have to make sure how i brake. have found out today when it happened once again that if i put the car in neutral and press the gas the brakes start to work but not until then. there also was another issue today as when i did get the car to stop and put it in park i could not put the car back in gear until i shut the car off and restarted. can someone let me know on how to proceed other then cautiously. i would take the car back in but they can fix a problem they don't see. any insight would be appreciated.  information redacted pursuant to the freedom of information act (foia), 5 u.s.c. 552(b)(6)",review,2024-06-23,here is the email i sent to gm  my name is  xxx  and i am having a issue with my      chevy equinox vin   xxx    there have been about   times that the brakes fail  pushing the brake does nothing car just keeps rolling  once i can get the car to stop and shut it down and restart the brakes once again work  it was in for service for a few days but there where no error codes and they could not  the problem  they did do a update on the car  while my car was in the shop i had the same problem with a malibu rental  called the  and talked to service and told them of the problem seems to be me somehow  was asked if i use both feet to gas brake the car as i was told there is a problem with that  no i don t do that but it seems i can catch both peddles with one foot and this is when the problem occurs  i have to make sure how i brake  have found out today when it  once again that if i put the car in neutral and press the gas the brakes start to work but not until then  there also was another issue today as when i did get the car to stop and put it in park i could not put the car back in gear until i shut the car off and   can someone let me know on how to proceed other then   i would take the car back in but they can fix a problem they don t see  any insight would be      to the freedom of  act  foia     u s c      b,2,reclamation_garantie,0.9,freinage,"les freins échouent, la voiture continue de rouler",elevee,True,True
,ford,edge,"engine coolant began getting into the cylinders causing the car to shake upon start-up. trusted mechanics have told me this is a known issue with this type of engine. they are saying the engine needs to be replaced at a cost upwards of $8,000 all regular maintenance on this vehicle is up to date, and it is an engine flaw that is causing this. ford needs to be responsible for engine replacement. there are multiple ford edge owners with the same complaint.",review,2024-01-29,engine coolant began getting into the  causing the car to shake upon start up  trusted  have told me this is a known issue with this type of engine  they are saying the engine needs to be  at a cost upwards of        all regular  on this vehicle is up to date  and it is an engine flaw that is causing this  ford needs to be  for engine   there are  ford edge owners with the same,1,reclamation_garantie,0.9,moteur,liquide de refroidissement dans le moteur causant des vibrations au démarrage,elevee,True,True
,ford,explorer,"my wife was involved in an accident on icy roads on december 5.  she was driving our 2017 ford explorer which we had purchased on may 31, 2017.  she was stopped at a red light on a country highway and headed north.  the light turned green and she had just gotten through the intersection when a vehicle that was heading south, lost control and hit her head-on.  the attached picture shows the amount of damage sustained on the front end of the vehicle.  beyond this damage, the impact was strong enough that a motor mount mounting pin was sheared clean off the motor as was the cover on the timing belt.  the rebar in front of the radiator was snapped completely in half.  all this damage...and the and airbags did not deploy.  there was sufficient damage that this $50,000+ vehicle was considered a total loss.    i've contacted the ford dealership in sioux falls, sd where we bought the vehicle.  as soon as i mentioned airbags, they said they would not address or comment on any additional questions i raised about the vehicle safety features.  i've contacted ford motor company direct.  same story.  as soon as the subject of airbags was locked firmly in the mind of the lady i was talking with, she proceeded with about ten minutes of questions.  after spending probably 20 minutes on the phone with this lady, all i got was, ""you now have a case number in our system.""  when i asked about getting any followup correspondence, i was told, ""all future correspondence will be between the insurance company and ford motor company.""  and, i've heard nothing since.  because my wife was not at fault in this accident, we are dealing with the other driver's insurance company (farm bureau) and getting treated like we were the perpetrators instead of the victims.",review,2023-09-19,my wife was  in an  on icy roads on     she was driving our      ford  which we had  on may           she was stopped at a red light on a country highway and headed north  the light turned green and she had just gotten through the  when a vehicle that was heading south  lost control and hit her head on  the  picture shows the amount of damage  on the front end of the vehicle  beyond this damage  the impact was strong enough that a motor mount  pin was sheared clean off the motor as was the cover on the timing belt  the rebar in front of the  was snapped  in half  all this damage   and the and airbags did not deploy  there was  damage that this          vehicle was  a total loss  i ve  the ford  in sioux falls  sd where we bought the vehicle  as soon as i  airbags  they said they would not address or comment on any   i raised about the vehicle safety   i ve  ford motor company direct  same story  as soon as the subject of airbags was locked firmly in the mind of the lady i was talking with  she  with about ten minutes of   after      minutes on the phone with this lady  all i got was   you now have a case number in our system   when i asked about getting any    i was told   all future  will be between the  company and ford motor company   and  i ve heard nothing since  because my wife was not at fault in this   we are dealing with the other driver s  company  farm bureau  and getting treated like we were the  instead of the victims,2,reclamation_garantie,0.9,carrosserie,les airbags ne se sont pas déployés lors d'un accident,elevee,True,True
,honda,pilot,"tl* the contact owns a 2019 honda pilot. while driving various speeds, the front driver side brake sensor activated and sounded a warning beeping. erroneously, which signaled the contact to brake. in addition, the brake senor warning indicator illuminated. the failure occurred intermittently. the vehicle was not diagnosed or repaired. the manufacturer has not notififed. the failure mileage was 110,000. this has occurred since i purchased the car. *bf   dealer has been notified. the sales rep told me that other people are reporting this issue too and that there will probably be an update to the car's software at some paint in the future. *jb",review,2025-03-02,tl  the contact owns a      honda pilot  while driving various speeds  the front driver side brake sensor  and sounded a warning beeping    which  the contact to brake  in   the brake senor warning    the failure    the vehicle was not  or   the  has not   the failure mileage was          this has  since i  the car   bf dealer has been   the sales rep told me that other people are  this issue too and that there will  be an update to the car s  at some paint in the future   jb,6,reclamation_garantie,0.9,freinage,Alerte du capteur de frein avant gauche,moyenne,True,True
,subaru,outback wilderness,"blind spot warning system fails on occasion to detect/warn of vehicle (most notably, semi truck and trailers) in blind spot on the right side of car when traveling on interstate highways. also when i'm completing my passing of the said trucks, the left side blind spot monitor will activate to indicate a vehicle to my left when there is no lane for a vehicle to pass by me from the left. (video evidence is available). the dealer has on two occasions been informed of these incidents, on 12nov24 @15890 miles and 27may25 @22217 miles. the dealer mechanic/technician has stated that they could not duplicate this phenomenon while test driving, nor could they find any error codes or malfunctions in the system. dealer has stated the car is operating properly and is ""safe"" to drive. dealer has not and refuses to escalate this problem to the manufacturer. these incidents have occurred since new as of nov2023 to present may2025",review,2023-01-28,blind spot warning system fails on  to detect warn of vehicle  most notably  semi truck and   in blind spot on the right side of car when  on    also when i m  my passing of the said trucks  the left side blind spot monitor will  to  a vehicle to my left when there is no lane for a vehicle to pass by me from the left   video  is    the dealer has on two  been  of these   on   nov          miles and   may          miles  the dealer   has stated that they could not  this  while test driving  nor could they find any error codes or  in the system  dealer has stated the car is   and is  safe  to drive  dealer has not and refuses to  this problem to the   these  have  since new as of nov     to present may,7,reclamation_garantie,0.9,electronique,système d'avertissement d'angle mort ne détecte pas les véhicules,moyenne,True,True
,jeep,wrangler,from the day this vehicle was new it has had erratic tracking down the road that requires constant corrections. we have had two different dealerships look at it & they claim it is normal. i beg to differ as i have owned 5 jeep wranglers in the past & never was the steering sensitivity this bad. there is something not normal. it requires both hands be on the wheel at all times.,review,2025-12-28,from the day this vehicle was new it has had erratic  down the road that     we have had two   look at it   they claim it is normal  i beg to differ as i have owned   jeep  in the past   never was the   this bad  there is  not normal  it  both hands be on the wheel at all times,3,reclamation_garantie,0.85,direction,problèmes de direction erratique,moyenne,True,True
,ram,1500,"when the truck is at low speeds, the power steering will occasionally stop working. if it does not come back on after a moment or two, i can put the car in neutral, which sometimes kicks it back on. i noticed this started happening after i had my truck in tow mode, but that could be just a coincidence.",review,2024-09-07,when the truck is at low speeds  the power  will  stop working  if it does not come back on after a moment or two  i can put the car in neutral  which  kicks it back on  i noticed this started  after i had my truck in tow mode  but that could be just a,7,autre,0.9,,,,False,False
,honda,accord,"the contact owns a 2017 honda accord. the contact stated while driving 15 mph, the doors inadvertently unlocked with the door ajar warning light illuminated. the contact pressed the lock button to lock the doors, but the doors unlocked independently. the vehicle was taken to the dealer to be diagnosed; however, the dealer stated that no failure was found. the manufacturer was not contacted. the failure mileage was 44,200.",review,2024-02-07,the contact owns a      honda accord  the contact stated while driving    mph  the doors   with the door ajar warning light   the contact pressed the lock button to lock the doors  but the doors    the vehicle was taken to the dealer to be   however  the dealer stated that no failure was found  the  was not   the failure mileage was,6,reclamation_garantie,0.9,autre,les portes ne se verrouillent pas avec le voyant de porte ouverte,moyenne,True,True
,volkswagen,jetta,"bought car new march 2020. back cover of driver side mirror came off in april 2020.  january 15, 2021 while driving on interstate at 70 mph. the car began to jerk and sputter. every attempt to accelerate would cause the car to jerk more. after exiting the interstate i was able to drive 25 mph to nearest dealership. i was told cylinder 1 was dead and others are misfiring. i have since been told that something broke off and was sucked into cylinder 1 damaging cylinder 1. i have been waiting for a new engine since january. i have been repeatedly told it is on back order with no eta. it is now 2/22/21",review,2023-06-24,bought car new march       back cover of driver side mirror came off in april       january          while driving on  at    mph  the car began to jerk and sputter  every attempt to  would cause the car to jerk more  after exiting the  i was able to drive    mph to nearest   i was told    was dead and others are   i have since been told that  broke off and was sucked into         i have been waiting for a new engine since january  i have been  told it is on back order with no eta  it is now,4,reclamation_garantie,0.9,moteur,le moteur a des problèmes de fonctionnement et nécessite un remplacement,elevee,True,True
,mazda,mazda6,"mazda corporation notified me of airbag/seat belt sensor defect.i took the car to shoreline mazda, aurora, co to remedy the problem.   the shoreline mazda service department has not remedied the problem. i'm returning the automobile for the 5th time. attached are the work orders. the last visit on 06/22/2018,  the service department representative, fran (xxxx). stated the service department contacted  mazda techincal support regarding the faulty sensor blinking continuously while in motion. also when the automobile is stationary. or appears while driving on the highways. (fran) said the technicians didn't know what to do. it was suggested by mazda techincal support to unplug or disconnect the from the harness. it was found that the sensor had not been connected. the technicians did so and the sensor  warning was not flashing on the dashboard.  after the last visit and 2 1/2 weeks later. the seat belt sensor continues to flash and blink.      parts of this document have been redacted to protect personally identifiable information pursuant to the freedom of information act (foia), 5 u.s.c. 552(b)(6).",review,2025-05-24,mazda   me of airbag seat belt sensor defect i took the car to  mazda  aurora  co to remedy the problem  the  mazda service  has not  the problem  i m  the  for the  th time   are the work orders  the last visit on             the service    fran  xxxx   stated the service   mazda  support  the faulty sensor   while in motion  also when the  is   or appears while driving on the    fran  said the  didn t know what to do  it was  by mazda  support to unplug or  the from the harness  it was found that the sensor had not been   the  did so and the sensor warning was not  on the   after the last visit and       weeks later  the seat belt sensor  to flash and blink  parts of this  have been  to protect     to the freedom of  act  foia     u s c      b,7,reclamation_garantie,0.9,electronique,défaut du capteur de ceinture de sécurité,moyenne,True,True
,nissan,rogue,"while driving in bumper to bumper traffic in atlanta morning rush hour for 30 minutes,was able to accelerate but power train would not shift out of 3 gear,extremely high rpm.couldn't to tasted than 35mph due to high rpm.called nissan issued case number.took to nissan with in 50 miles of this happening,was told they couldn't find anything wrong,but did have an update for pose train.not at all comfortable with nissan response.due needs to get involved.",review,2024-02-12,while driving in bumper to bumper traffic in atlanta morning rush hour for    minutes was able to  but power train would not shift out of   gear  high rpm couldn t to tasted than   mph due to high rpm called nissan issued case number took to nissan with in    miles of this  was told they couldn t find  wrong but did have an update for pose train not at all  with nissan  due needs to get,3,plainte,0.9,transmission,power train would not shift out of gear,elevee,True,True
,subaru,forester,"we bought our subaru forester after researching the cars with the best safety features.   the car feels unsafe because of 2 problems:  engine hesitation and sudden acceleration. we have barely avoided an incident on two occasions in a parking lot.  we were braking for a car heading toward us when our car lurched ahead coming close to hitting an approaching car. another time we were braking for a stop sign and the car accelerated into moving traffic. we have not reported it to our dealer hoping it was a fluke.  we are going to bring it to the dealer because it's obvious that there is something dangerously wrong with our car.  i can't report dates - it happens each time we drive with no warning - no lights.  suddenly the engine hesitates acting like it has run out of gas or it lurches ahead, accelerating on its own.",review,2025-03-19,we bought our subaru  after  the cars with the best safety   the car feels unsafe because of     engine  and sudden   we have barely avoided an  on two  in a parking lot  we were braking for a car heading toward us when our car lurched ahead coming close to hitting an  car  another time we were braking for a stop sign and the car  into moving traffic  we have not  it to our dealer hoping it was a fluke  we are going to bring it to the dealer because it s obvious that there is   wrong with our car  i can t report dates   it happens each time we drive with no warning   no lights   the engine  acting like it has run out of gas or it lurches ahead   on its own,2,reclamation_garantie,0.9,moteur,le moteur lurches en avant sans avertissement,elevee,True,True
,chevrolet,trailblazer,someone pulled out in front of me going 45 mph and totaled my car when they smashed into the front drivers side of my vehicle. my airbags didn’t deploy and no warning notifications or emergency braking ever occurred. this is dangerous and was severe enough to total my vehicle. my airbags should have deployed. no warning lights or any other issues when it occurred. it was inspected by insurance and determined a total loss.,review,2025-08-29,someone pulled out in front of me going    mph and totaled my car when they smashed into the front drivers side of my vehicle  my airbags didn t deploy and no warning  or  braking ever   this is  and was severe enough to total my vehicle  my airbags should have   no warning lights or any other issues when it   it was  by  and  a total loss,2,reclamation_garantie,0.9,carrosserie,les airbags ne se sont pas déployés lors d'un accident,elevee,True,False
,tesla,model 3,"over the course of 2 days on a road trip, the vehicle automatically engaged braking on its own 4 times. the first time was while using autopilot and traveling around 70 miles per hour. the brakes engaged so hard that the tires started to slights squeal before i was able to disengage.   there were no cars behind us or we would most likely have caused an accident. nearly the same thing happened then next day except i was using adaptive cruise control. this time there was a truck about 100 yards behind me that had been only a few car lengths behind me a bit earlier. if they were closer again, they most likely would have hit us.  i know i was using cruise control one more that that happened, but i am not sure if i was using cruise control or adaptive braking on the other time.",review,2024-11-06,over the course of   days on a road trip  the vehicle  engaged braking on its own   times  the first time was while using  and  around    miles per hour  the brakes engaged so hard that the tires started to slights squeal before i was able to   there were no cars behind us or we would most likely have caused an   nearly the same thing  then next day except i was using  cruise control  this time there was a truck about     yards behind me that had been only a few car lengths behind me a bit earlier  if they were closer again  they most likely would have hit us  i know i was using cruise control one more that that   but i am not sure if i was using cruise control or  braking on the other time,3,plainte,0.9,freinage,le véhicule a engagé le freinage de manière autonome,elevee,True,True
,chevrolet,malibu,issues with fuel pump. other 2017 chevrolet malibu's already have this recall,review,2025-03-21,issues with fuel pump  other       malibu s already have this recall,5,reclamation_garantie,0.9,autre,problèmes avec la pompe à carburant,moyenne,True,True
,ford,edge,"engine coolant leaking into engine and new engine required. cost is $8000 for new engine.  car with only 49,886 miles",review,2025-11-18,engine coolant leaking into engine and new engine   cost is       for new engine  car with only        miles,1,reclamation_garantie,0.9,moteur,fuite de liquide de refroidissement dans le moteur,elevee,True,True
,chevrolet,equinox,service brake assist,review,2023-12-08,service brake assist,7,autre,0.9,,,,False,False
